time,location,account,cue
2020-04-08 15:02:00,Palace Hills,CuriousSBread64,['@AlwaysSafePowerCompany']
2020-04-08 15:02:00,Weston,NormanCat1959,['@Jack']
2020-04-08 15:02:00,Broadview,LovesRobert_SaulWhale,"['@ChemistryTeacherRichardNelson', '@C1980Irvin']"
2020-04-08 15:02:00,Pepper Mill,Tina1974,['@RachelSimmons']
2020-04-08 15:02:00,Scenic Vista,GuapoIssacsPlate2009,['@AlwaysSafePowerCompany']
2020-04-08 15:02:00,West Parton,RunsMicheleCat,['@KSmartTurner']
2020-04-08 15:02:00,Chapparal,GuapoIcecreamBonnie,['@RachelSimmons']
2020-04-08 15:02:00,Southton,AnthonyLion24,['@ObnoxiousWellsPlate']
2020-04-08 15:02:00,Pepper Mill,WileyHouseBeverly_Snow,['@TonyPeterson']
2020-04-08 15:02:00,Safe Town,AttentativeMBread,['@FuriousRCouch']
2020-04-08 15:02:00,Southwest,CandidEwingPlate2011,['@AdministratorSophie']
2020-04-08 15:02:00,Southton,FamousSoriaPlate26,['@Paul_Atkinson29']
2020-04-08 15:02:00,Palace Hills,LazyBananaWillcox,['@Jackie']
2020-04-08 15:03:00,Cheddarford,Carl_RobinsonDog2002,['@Jackie']
2020-04-08 15:03:00,Weston,Susan1955,['@ChloeJohnson']
2020-04-08 15:03:00,Old Town,CleverWBanana1990,['@FastRichPlate']
2020-04-08 15:03:00,East Parton,GuapoKrellIcecream1988,['@LovesEric_MiyaLion']
2020-04-08 15:03:00,Palace Hills,BusyRamseyBread62,['@DerekNolan']
2020-04-08 15:03:00,Southton,WarneOctopus1973,['@TheresaDog1987']
2020-04-08 15:03:00,Northwest,GuapoIcecreamCesar,['@TonyPeterson']
2020-04-08 15:03:00,Easton,NewtonBear1987,['@ChloeJohnson']
2020-04-08 15:04:00,Palace Hills,SmartACouch,['@ChloeJohnson']
2020-04-08 15:04:00,West Parton,FearsSilvaBird,['@ChemistryTeacherRichardNelson']
2020-04-08 15:04:00,Weston,Eric52Bledsoe,['@DerekNolan']
2020-04-08 15:04:00,Downtown,FamousBreadLeabow,['@ChemistryTeacherRichardNelson']
2020-04-08 15:04:00,Cheddarford,TallPPlate,['@ChemistryTeacherRichardNelson']
2020-04-08 15:04:00,Weston,FastKBowl,['@Jack']
2020-04-08 15:04:00,Cheddarford,SCuriousM,['@CandidHouseRoy']
2020-04-08 15:04:00,Palace Hills,WatchesWilliamsonBird,['@Jackie']
2020-04-08 15:04:00,Weston,W83Chacon,['@Paul_Atkinson29']
2020-04-08 15:04:00,Pepper Mill,WileyOCar,['@AdministratorSophie']
2020-04-08 15:04:00,Downtown,ObnoxiousVBanana,['@FuriousRCouch']
2020-04-08 15:04:00,Downtown,FearsDanielMouse,['@AlwaysSafePowerCompany']
2020-04-08 15:04:00,Scenic Vista,ObnoxiousJIcecream,['@AdministratorSophie']
2020-04-08 15:04:00,Scenic Vista,FearsMatthewDog,['@TonyPeterson']
2020-04-08 15:04:00,Northwest,RobertCat2,['@FastRichPlate']
2020-04-08 15:05:00,Cheddarford,FuriousRCar,['@TonyPeterson']
2020-04-08 15:05:00,Cheddarford,Martha1958,['@FastRichPlate']
2020-04-08 15:05:00,Terrapin Springs,Jackson49,['@Mrs.Tillenbottom']
2020-04-08 15:05:00,West Parton,GuapoMPlate,['@E1968Buckley']
2020-04-08 15:05:00,Terrapin Springs,HoldsOgdenMouse,['@ChemistryTeacherRichardNelson']
2020-04-08 15:05:00,Palace Hills,Willie_Mclaughlin1969,['@RachelSimmons']
2020-04-08 15:05:00,Cheddarford,DerekNolan,"['@Bride2Bee', '@AlwaysSafePowerCompany']"
2020-04-08 15:06:00,Chapparal,FleetTIcecream,['@AlwaysSafePowerCompany']
2020-04-08 15:06:00,Southton,Whitefield55,['@AttentativeUHouse29']
2020-04-08 15:06:00,Old Town,April1994,['@TonyPeterson']
2020-04-08 15:06:00,Southton,WileyMIcecream,['@Chocolatte']
2020-04-08 15:06:00,Old Town,ObnoxiousJBowl,['@FuriousRCouch']
2020-04-08 15:06:00,Southton,FastBananaAvery_Smith,['@OldTownGirl']
2020-04-08 15:06:00,Scenic Vista,ObnoxiousJIcecream,['@ChemistryTeacherRichardNelson']
2020-04-08 15:06:00,West Parton,CandidSBowl72,['@Paul_Atkinson29']
2020-04-08 15:06:00,Downtown,ChatmanOctopus8,['@DennisOctopus1978']
2020-04-08 15:06:00,Southton,CleverGaryBanana,['@Mrs.Tillenbottom']
2020-04-08 15:06:00,Palace Hills,CuriousCPlate,['@DerekNolan']
2020-04-08 15:06:00,Palace Hills,Bernice96,['@AlwaysSafePowerCompany']
2020-04-08 15:07:00,Palace Hills,BusyDCandy,['@Paul_Atkinson29']
2020-04-08 15:07:00,Chapparal,Melissa15,['@DennisOctopus1978']
2020-04-08 15:07:00,West Parton,Ann13Lafosse,['@LovesEric_MiyaLion']
2020-04-08 15:07:00,Southton,JAttentativeM,['@ChloeJohnson']
2020-04-08 15:07:00,Palace Hills,Ninfa_BenjamenMouse1961,['@ChemistryTeacherRichardNelson']
2020-04-08 15:07:00,Southton,CandidStrunkCouch1987,['@TonyPeterson']
2020-04-08 15:07:00,Palace Hills,JWileyTippets,['@AttentativeMcclungLight']
2020-04-08 15:07:00,Downtown,Newman2005,['@E1968Buckley']
2020-04-08 15:07:00,Weston,RunsKerry_CouchDog,"['@EscalanteBird1965', '@LazyDorisBread']"
2020-04-08 15:07:00,Northwest,FuriousWhatleyHouse,['@DerekNolan']
2020-04-08 15:07:00,Oak Willow,GuapoCandyCharles,['@ChloeJohnson']
2020-04-08 15:07:00,Weston,TallJBanana,['@FastRichPlate']
2020-04-08 15:07:00,Weston,Lamison2012,['@OldTownGirl']
2020-04-08 15:07:00,Palace Hills,Richard2015Jacobs,['@ChemistryTeacherRichardNelson']
2020-04-08 15:08:00,Southton,LFamousMason,['@ChloeJohnson']
2020-04-08 15:08:00,Cheddarford,WatchesMarieLion,['@Ayres1995']
2020-04-08 15:08:00,Terrapin Springs,TallOwensCar,['@Jackie']
2020-04-08 15:08:00,Downtown,GibsonOctopus28,['@TVHostBrad']
2020-04-08 15:08:00,Scenic Vista,FastJoseLight,['@ChemistryTeacherRichardNelson']
2020-04-08 15:08:00,West Parton,WileyBorrorCouch,['@RachelSimmons']
2020-04-08 15:08:00,Southton,CCleverL,['@DerekNolan']
2020-04-08 15:08:00,Southton,CleverCBanana,['@FastRichPlate']
2020-04-08 15:08:00,Cheddarford,D88Harper,['@TonyPeterson']
2020-04-08 15:09:00,Downtown,CuriousBallBread2019,['@ChloeJohnson']
2020-04-08 15:09:00,Palace Hills,BusyHPlate,['@AdministoghetherratoghetherorSophie']
2020-04-08 15:09:00,Pepper Mill,AmeliaBusyHoward,['@ObnoxiousWellsPlate']
2020-04-08 15:09:00,Cheddarford,MartinaGuapoFix,['@FastRichPlate']
2020-04-08 15:09:00,Southwest,FisherHorse71,['@TVHostBrad']
2020-04-08 15:09:00,Weston,FastCHouse,['@ChemistryTeacherRichardNelson']
2020-04-08 15:09:00,Northwest,Teresa97A,['@DennisOctopus1978']
2020-04-08 15:09:00,Palace Hills,FamousBreadEpps,['@TVHostBrad']
2020-04-08 15:10:00,Downtown,Lopez1953,['@Mrs.Tillenbottom']
2020-04-08 15:10:00,Palace Hills,PWileyHall,['@E1968Buckley']
2020-04-08 15:10:00,Downtown,FearsRichard_BarnesOctopus,['@ChloeJohnson']
2020-04-08 15:10:00,Northwest,ObnoxiousDBread52,['@TonyPeterson']
2020-04-08 15:10:00,Southton,Linda70W,['@ChloeJohnson']
2020-04-08 15:10:00,Northwest,Nancy_Brown7,['@FastRichPlate']
2020-04-08 15:10:00,Palace Hills,FamousBowlPatricia,['@Jackie']
2020-04-08 15:10:00,Southton,GuapoHamBanana1967,['@AdministoghetherratoghetherorSophie']
2020-04-08 15:10:00,Weston,Thomas39Mckee,['@ChemistryTeacherRichardNelson']
2020-04-08 15:10:00,Easton,TallEIcecream,['@ChemistryTeacherRichardNelson']
2020-04-08 15:11:00,Cheddarford,RunsWarkentinCat,['@AttentativeBHouse']
2020-04-08 15:11:00,Southton,AttentativeKPlate2005,['@ChloeJohnson']
2020-04-08 15:11:00,Old Town,S1958Abrams,['@ChloeJohnson']
2020-04-08 15:11:00,Southton,ECleverEstrada,['@Mrs.Tillenbottom']
2020-04-08 15:11:00,Palace Hills,Joan_DeponteLion23,['@LovesEric_MiyaLion']
2020-04-08 15:11:00,Palace Hills,LazyHaroldPlate,['@RachelSimmons']
2020-04-08 15:11:00,Southwest,KellyBird22,['@ChloeJohnson']
2020-04-08 15:11:00,Broadview,James_Martinez2012,['@WilliamTheThird']
2020-04-08 15:11:00,Downtown,RacesMontoyaMouse,['@Jackie']
2020-04-08 15:12:00,Cheddarford,MariaFastH,['@DerekNolan']
2020-04-08 15:12:00,Weston,RacesWalterBear,['@DerekNolan']
2020-04-08 15:12:00,Southton,LovesScottWhale,['@DennisOctopus1978']
2020-04-08 15:12:00,Chapparal,Albert1993H,['@RachelSimmons']
2020-04-08 15:12:00,Southwest,Joseph4Wilson,['@ChloeJohnson']
2020-04-08 15:12:00,Southton,Jessica_VillegasWhale2001,['@FastRichPlate']
2020-04-08 15:12:00,Palace Hills,FearsMaud_SettersBear,['@DerekNolan']
2020-04-08 15:12:00,Weston,RacesWalterBear,['@RachelSimmons']
2020-04-08 15:12:00,Chapparal,JohnLazyL,['@CleverPlateVincent']
2020-04-08 15:12:00,Palace Hills,BusyBowlDow,['@LovesEric_MiyaLion']
2020-04-08 15:12:00,Cheddarford,KatieGuapoP,['@Ayres1995']
2020-04-08 15:13:00,Palace Hills,WileyLightJason,['@CandidHouseRoy']
2020-04-08 15:13:00,Downtown,RFamousFenstermacher,['@LovesEric_MiyaLion']
2020-04-08 15:13:00,Cheddarford,CleverYoungCandy,['@Jackie']
2020-04-08 15:13:00,Broadview,FastMaberyIcecream,['@DerekNolan']
2020-04-08 15:13:00,Palace Hills,Helen_Mengel31,['@ChemistryTeacherRichardNelson']
2020-04-08 15:13:00,Old Town,RacesInezCat,['@ChloeJohnson']
2020-04-08 15:13:00,Palace Hills,Branch16,['@DennisOctopus1978']
2020-04-08 15:13:00,Weston,DarkKBread18,['@ChemistryTeacherRichardNelson']
2020-04-08 15:14:00,Palace Hills,CuriousIcecreamDouglas,['@DennisOctopus1978']
2020-04-08 15:14:00,Northwest,FamousCarGilkes,['@ChemistryTeacherRichardNelson']
2020-04-08 15:14:00,Terrapin Springs,LazyIcecreamJoseph_Watkins,['@RachelSimmons']
2020-04-08 15:14:00,West Parton,JosephSmartW,['@Chocolatte']
2020-04-08 15:14:00,Downtown,CandidLBread,['@LovesEric_MiyaLion']
2020-04-08 15:14:00,Broadview,AObnoxiousWinebrenner,"['@EscalanteBird1965', '@LazyDorisBread']"
2020-04-08 15:14:00,West Parton,CharityWhale7,['@FastRichPlate']
2020-04-08 15:14:00,Southwest,TallHouseHirsh,['@AlwaysSafePowerCompany']
2020-04-08 15:14:00,Downtown,WileyMccombsLight,['@ChloeJohnson']
2020-04-08 15:14:00,Weston,BeverlySmartC,['@ChemistryTeacherRichardNelson']
2020-04-08 15:15:00,Southton,ESmartLuescher,['@TVHostBrad']
2020-04-08 15:15:00,Cheddarford,FamousTPlate,['@AdministoghetherratoghetherorSophie']
2020-04-08 15:15:00,Scenic Vista,CuriousCrumHouse13,['@ChloeJohnson']
2020-04-08 15:15:00,Broadview,LovesRobert_SaulWhale,['@TVHostBrad']
2020-04-08 15:15:00,Safe Town,FrancesLazyAbernathy,['@FastRichPlate']
2020-04-08 15:15:00,Downtown,FuriousCouchRobert_Kroll,['@DerekNolan']
2020-04-08 15:15:00,Southwest,Christine_Sanchez1955,['@HSS']
2020-04-08 15:15:00,Northwest,DarkBowlBarbara,['@ChloeJohnson']
2020-04-08 15:15:00,Pepper Mill,CleverCPlate,['@LovesEric_MiyaLion']
2020-04-08 15:15:00,Terrapin Springs,LynchCat85,['@DerekNolan']
2020-04-08 15:16:00,Terrapin Springs,FamousSimonCar2003,['@ChemistryTeacherRichardNelson']
2020-04-08 15:16:00,Cheddarford,RunsClarenceFish,['@FuriousRCouch']
2020-04-08 15:16:00,Chapparal,FamousLightMarcia_Stewart,['@DennisOctopus1978']
2020-04-08 15:16:00,Downtown,LovesCarolBear,['@DerekNolan']
2020-04-08 15:16:00,Scenic Vista,GuapoWCouch,['@OldTownGirl']
2020-04-08 15:16:00,Palace Hills,FastRBowl,['@LovesEric_MiyaLion']
2020-04-08 15:17:00,Broadview,Stromme1972,['@DennisOctopus1978']
2020-04-08 15:17:00,Weston,JessicaFastOtt,['@FastRichPlate']
2020-04-08 15:17:00,Broadview,RacesCathleenLion,['@WilliamTheThird']
2020-04-08 15:18:00,Scenic Vista,FastFortIcecream,['@E1968Buckley']
2020-04-08 15:18:00,Northwest,KristaDarkVanner,['@ChemistryTeacherRichardNelson']
2020-04-08 15:18:00,East Parton,DarkLafolletteCouch24,['@ChloeJohnson']
2020-04-08 15:18:00,Southwest,Nicole1954Labranche,['@FastRichPlate']
2020-04-08 15:18:00,Scenic Vista,Carita1957Robinson,['@ChemistryTeacherRichardNelson']
2020-04-08 15:18:00,Southton,JAttentativeM,['@ChloeJohnson']
2020-04-08 15:18:00,Weston,CleverBowlAhearn,['@ChloeJohnson']
2020-04-08 15:18:00,Southton,WatchesAlbeeHorse,"['@EscalanteBird1965', '@LazyDorisBread']"
2020-04-08 15:18:00,Downtown,CandidCHouse,['@DerekNolan']
2020-04-08 15:19:00,Weston,FamousRCandy,['@ChloeJohnson']
2020-04-08 15:20:00,West Parton,LazyWBanana,['@ChloeJohnson']
2020-04-08 15:20:00,Northwest,DarkWPlate71,['@Chocolatte']
2020-04-08 15:20:00,Weston,FuriousFranklinBanana,['@TVHostBrad']
2020-04-08 15:20:00,Northwest,ChristineDog28,['@E1968Buckley']
2020-04-08 15:20:00,Downtown,R76Burrus,['@DerekNolan']
2020-04-08 15:20:00,Easton,FleetSCouch1975,['@HSS']
2020-04-08 15:20:00,Southton,FastBananaAvery_Smith,['@AdministoghetherratoghetherorSophie']
2020-04-08 15:20:00,West Parton,CuriousWBread25,['@AdministratorSophie']
2020-04-08 15:20:00,Old Town,FuriousDBanana1983,['@TonyPeterson']
2020-04-08 15:20:00,Scenic Vista,EAttentativeM,"['@EscalanteBird1965', '@LazyDorisBread']"
2020-04-08 15:21:00,Southwest,MarianneAttentativeA,['@DennisOctopus1978']
2020-04-08 15:21:00,Southton,CandidDBowl,['@AdministoghetherratoghetherorSophie']
2020-04-08 15:21:00,Chapparal,FearsPaulaBird,['@FastRichPlate']
2020-04-08 15:21:00,Southwest,RacesJack_SayersLion,['@ChloeJohnson']
2020-04-08 15:21:00,Southwest,WileyCPlate,['@WilliamTheThird']
2020-04-08 15:21:00,Southton,HoldsShinLion,['@ChloeJohnson']
2020-04-08 15:22:00,Southwest,PatriciaSmartK,['@FastRichPlate']
2020-04-08 15:22:00,Southwest,Charles_Fultz22,['@ChloeJohnson']
2020-04-08 15:23:00,Chapparal,CuriousMBread,['@ChloeJohnson']
2020-04-08 15:23:00,Downtown,GuapoNPlate,['@ChloeJohnson']
2020-04-08 15:23:00,Downtown,FuriousCouchRobert_Kroll,['@Ayres1995']
2020-04-08 15:23:00,Downtown,CuriousCHouse,['@ObnoxiousWellsPlate']
2020-04-08 15:23:00,Palace Hills,JoseLion88,['@Chocolatte']
2020-04-08 15:23:00,Palace Hills,HoldsJoshuaWhale,['@ChloeJohnson']
2020-04-08 15:23:00,Oak Willow,RunsJuliaOctopus,['@FastRichPlate']
2020-04-08 15:24:00,Easton,SmartRailsbackIcecream2016,['@Jack']
2020-04-08 15:24:00,West Parton,FuriousPBowl29,['@ChloeJohnson']
2020-04-08 15:24:00,Downtown,WatchesAnnette_BurkDog,['@ChloeJohnson']
2020-04-08 15:24:00,Palace Hills,Jonathan_BrownFish89,['@HSS']
2020-04-08 15:24:00,Southton,CuriousSchramBowl,"['@EscalanteBird1965', '@LazyDorisBread']"
2020-04-08 15:24:00,Broadview,NelsonAttentativeC,['@AdministratorSophie']
2020-04-08 15:24:00,Downtown,FleetJPlate,['@ChloeJohnson']
2020-04-08 15:25:00,Southton,FearsTheresa_HaleyMouse,['@FearsStephanieDog']
2020-04-08 15:25:00,Northwest,A1963Norris,['@FastRichPlate']
2020-04-08 15:25:00,Northwest,DisqueLion84,['@MartinezCat88']
2020-04-08 15:25:00,Downtown,SmartJorgensenBowl48,['@ChloeJohnson']
2020-04-08 15:25:00,Scenic Vista,G2015Howland,"['@EscalanteBird1965', '@LazyDorisBread']"
2020-04-08 15:25:00,Southton,DarkFreebornIcecream,['@WilliamTheThird']
2020-04-08 15:25:00,Broadview,LazyFIcecream,['@FleetKBanana']
2020-04-08 15:26:00,East Parton,PayneMouse27,['@CandidHouseRoy']
2020-04-08 15:26:00,West Parton,RacesGeorgeWhale,['@ChloeJohnson']
2020-04-08 15:26:00,Downtown,AttentativeBluntIcecream31,['@FastRichPlate']
2020-04-08 15:27:00,Northwest,FastRHouse1950,['@AdministratorSophie']
2020-04-08 15:27:00,Safe Town,Taylor10,['@ChloeJohnson']
2020-04-08 15:27:00,Southwest,FearsEmiliaWhale,['@Chocolatte']
2020-04-08 15:28:00,Downtown,CandidCHouse,"['@EscalanteBird1965', '@LazyDorisBread']"
2020-04-08 15:28:00,Palace Hills,FamousBreadEpps,['@LayneBird16']
2020-04-08 15:28:00,Weston,FuriousBananaEugene_Thomas,['@FastRichPlate']
2020-04-08 15:28:00,Downtown,CuriousCHouse,['@ChloeJohnson']
2020-04-08 15:28:00,Weston,CleverRIcecream,['@AdministratorSophie']
2020-04-08 15:28:00,Old Town,KelleeDarkPitts,['@HSS']
2020-04-08 15:29:00,Southwest,ObnoxiousLightBunker,['@ChloeJohnson']
2020-04-08 15:29:00,West Parton,LazyMassenburgBanana55,['@ChloeJohnson']
2020-04-08 15:29:00,Southton,McgeheeCat1976,['@DennisOctopus1978']
2020-04-08 15:29:00,Weston,JosephMouse2008,['@E1968Buckley']
2020-04-08 15:29:00,East Parton,CuriousBHouse99,"['@EscalanteBird1965', '@LazyDorisBread']"
2020-04-08 15:30:00,Southton,F71Halfhill,['@Chocolatte']
2020-04-08 15:30:00,Weston,LockhartBear1968,['@DerekNolan']
2020-04-08 15:31:00,Broadview,BusyGBowl59,['@E1968Buckley']
2020-04-08 15:31:00,Northwest,BettyBird1978,['@DennisOctopus1978']
2020-04-08 15:31:00,Old Town,CuriousCrystalHouse,['@ChloeJohnson']
2020-04-08 15:32:00,Palace Hills,Stephen55Vanos,['@Ayres1995']
2020-04-08 15:32:00,Weston,LazyIvyIcecream,['@DerekNolan']
2020-04-08 15:33:00,Old Town,LazyMPlate81,['@DennisOctopus1978']
2020-04-08 15:35:00,Scenic Vista,GeorgeGuapoWingard,['@DennisOctopus1978']
2020-04-08 15:36:00,Cheddarford,AnhBird2009,['@Chocolatte']
2020-04-08 15:36:00,Palace Hills,CuriousBrassCandy,['@E1968Buckley']
2020-04-08 15:36:00,Downtown,FastHCouch25,['@AttentativeBHouse']
2020-04-08 15:37:00,Palace Hills,TallSCandy,['@ChloeJohnson']
2020-04-08 15:37:00,Cheddarford,Richard66,['@RachelSimmons']
2020-04-08 15:37:00,Terrapin Springs,LazyACar48,['@Chocolatte']
2020-04-08 15:38:00,Weston,FearsZimmermanFish,['@DennisOctopus1978']
2020-04-08 15:38:00,Northwest,HoldsGuillermo_LawtonHorse,['@AdministratorSophie']
2020-04-08 15:38:00,Cheddarford,Gerald_Freeman7,['@FastRichPlate']
2020-04-08 15:39:00,Broadview,FastVBread82,"['@EscalanteBird1965', '@LazyDorisBread']"
2020-04-08 15:40:00,Weston,DarkCouchWebb,['@ChloeJohnson']
2020-04-08 15:40:00,Downtown,Martha_SuttonWhale1999,['@ChloeJohnson']
2020-04-08 15:41:00,Weston,Doris1976,['@FastRichPlate']
2020-04-08 15:41:00,Weston,FuriousFranklinBanana,['@ChloeJohnson']
2020-04-08 15:41:00,Chapparal,FleetTIcecream,['@E1968Buckley']
2020-04-08 15:41:00,Downtown,Johnson2008,['@DerekNolan']
2020-04-08 15:42:00,Southwest,Eunice_Dutton1973,['@HSS']
2020-04-08 15:42:00,Downtown,FuriousTLight,['@E1968Buckley']
2020-04-08 15:42:00,Southton,CuriousMIcecream,['@AdministratorSophie']
2020-04-08 15:42:00,Northwest,Fred1965Fiorello,['@FastLBowl']
2020-04-08 15:44:00,Palace Hills,FleetHBowl,['@DerekNolan']
2020-04-08 15:44:00,Northwest,CandidCarHarvey,['@AdministratorSophie']
2020-04-08 15:45:00,Broadview,ChristinaFleetMills,['@DennisSmartW']
2020-04-08 15:45:00,Old Town,JCuriousF,['@E1968Buckley']
2020-04-08 15:46:00,West Parton,Guerrero1981,['@FastRichPlate']
2020-04-08 15:47:00,Palace Hills,CrosslandBird1986,['@FastRichPlate']
2020-04-08 15:47:00,Southton,MelissaFleetL,['@AdministratorSophie']
2020-04-08 15:48:00,Southwest,CuriousIngramBowl,['@E1968Buckley']
2020-04-08 15:49:00,Southwest,FuriousMarshPlate,['@E1968Buckley']
2020-04-08 15:50:00,East Parton,Yvonne_Wyndham35,['@E1968Buckley']
2020-04-08 15:53:00,West Parton,MattsonWhale34,['@E1968Buckley']
2020-04-08 15:55:00,Weston,NormanCat1959,['@AdministratorSophie']
2020-04-08 15:57:00,Terrapin Springs,AmberTallR,['@ManningBear1972']
2020-04-08 15:58:00,Southwest,AttentativeCandyAndrea,['@E1968Buckley']
2020-04-08 16:00:00,Northwest,ObnoxiousLCar26,['@FleetCouchHector_Witcher']
2020-04-08 16:00:00,Scenic Vista,ObnoxiousDebraIcecream,['@AttentativeDolanPlate']
2020-04-08 16:05:00,Weston,James1957B,['@E1968Buckley']
2020-04-08 16:06:00,Safe Town,AttentativeCLight45,['@CleverRHouse']
2020-04-08 16:12:00,Scenic Vista,ChloeJohnson,['@AdonigministratorSophie']
2020-04-08 16:13:00,Downtown,AdministratorSophie,['@SBusyJames']
2020-04-08 16:13:00,Scenic Vista,ChloeJohnson,['@AdministratorSophie']
2020-04-08 16:15:00,Northwest,TonyPeterson,['@RachelSimmons']
2020-04-08 16:16:00,Easton,CuriousBananaBrent,['@AdministratorSophie']
2020-04-08 16:16:00,Weston,Susan_Silveri66,['@CandidMakaioCar']
2020-04-08 16:16:00,Terrapin Springs,Maria1966Lincourt,['@CandidIcecreamHeidi_Muir']
2020-04-08 16:16:00,Cheddarford,DerekNolan,['@RacesInezCat']
2020-04-08 16:17:00,Cheddarford,DerekNolan,"['@TVHostBrad', '@Amanda_HallDog38']"
2020-04-08 16:17:00,Downtown,AdministratorSophie,['@ChloeJohnson']
2020-04-08 16:17:00,Cheddarford,Patricia40,['@PaulWhale1983']
2020-04-08 16:19:00,Downtown,AdministratorSophie,['@LazyHCar']
2020-04-08 16:19:00,Old Town,OldTownBlues,['@TinyDino']
2020-04-08 16:21:00,Palace Hills,DarkIcecreamEssie_Clyatt,['@TinyDino']
2020-04-08 16:21:00,Pepper Mill,CassieStones,['@TVHostBrad']
2020-04-08 16:21:00,Scenic Vista,DarkWessonIcecream7,['@SBusyJames']
2020-04-08 16:21:00,Downtown,Edith76P,['@FuriousBHouse']
2020-04-08 16:22:00,Southwest,LazyTBread,['@AdonigministratorSophie']
2020-04-08 16:22:00,Cheddarford,DerekNolan,['@AlwaysSafePowerCompany']
2020-04-08 16:23:00,Weston,LazyEBread,['@AdonigministratorSophie']
2020-04-08 16:23:00,Terrapin Springs,AttentativeFrancisBread2011,['@AdministratorSophie']
2020-04-08 16:24:00,Southton,GuapoMcguinnessBanana,['@AdministratorSophie']
2020-04-08 16:26:00,Broadview,LovesRichard_CiaburriMouse,['@LazyHCar']
2020-04-08 16:26:00,Downtown,TVHostBrad,['@DerekNolan']
2020-04-08 16:27:00,Weston,WileyBPlate,['@AlwaysSafePowerCompany']
2020-04-08 16:28:00,East Parton,FastHouseGonzales,['@AdministratorSophie']
2020-04-08 16:28:00,Broadview,TCandidG,['@ChloeJohnson']
2020-04-08 16:28:00,Scenic Vista,ChloeJohnson,['@AdminisufferringtratorSophie']
2020-04-08 16:29:00,Downtown,Diane_LoweBird38,['@TVHostBrad']
2020-04-08 16:30:00,Downtown,FleetLeanLight58,['@AdministratorSophie']
2020-04-08 16:30:00,Terrapin Springs,BillyHorse91,['@AdonigministratorSophie']
2020-04-08 16:31:00,Terrapin Springs,DarkRobertBowl,['@AlwaysSafePowerCompany']
2020-04-08 16:31:00,Weston,FuriousFranklinBanana,['@TVHostBrad']
2020-04-08 16:31:00,Weston,RunsDarleneCat,['@ChloeJohnson']
2020-04-08 16:31:00,West Parton,CandidJanetBanana,['@LazyHCar']
2020-04-08 16:32:00,Cheddarford,SmartRussottiHouse69,['@LazyHCar']
2020-04-08 16:32:00,Easton,DarkPlateFrederick_Tucker,"['@GeorgiaFuriousBallard', '@everyone']"
2020-04-08 16:32:00,Terrapin Springs,DFamousChaplin,['@TVHostBrad']
2020-04-08 16:32:00,West Parton,RachelSimmons,['@TonyPeterson']
2020-04-08 16:33:00,Downtown,JeffreyBusyD,['@SBusyJames']
2020-04-08 16:34:00,Southwest,FamousHouseMargaret,['@RacesInezCat']
2020-04-08 16:34:00,Southwest,FastTCar,['@AdministratorSophie']
2020-04-08 16:35:00,Cheddarford,DerekNolan,['@TVHostBrad']
2020-04-08 16:35:00,East Parton,Hutchinson16,['@TVHostBrad']
2020-04-08 16:35:00,Weston,FamousMistrotCouch82,['@TinyDino']
2020-04-08 16:35:00,Weston,FuriousCarWiley,['@ChloeJohnson']
2020-04-08 16:35:00,Weston,JObnoxiousMarkert,['@W83Chacon']
2020-04-08 16:35:00,Weston,DarkKBread18,['@RacesInezCat']
2020-04-08 16:36:00,Southton,ReubenSmartJ,['@LazyHCar']
2020-04-08 16:36:00,Southton,WilliamsWhale27,['@RacesInezCat']
2020-04-08 16:37:00,Cheddarford,Martha1958,['@RacesInezCat']
2020-04-08 16:37:00,Terrapin Springs,Adell2011Davis,['@ChloeJohnson']
2020-04-08 16:38:00,Southwest,Rydberg89,['@ChloeJohnson']
2020-04-08 16:38:00,Old Town,FastAbbottCouch,['@LazyHCar']
2020-04-08 16:38:00,Scenic Vista,Juana_Zuniga22,['@SBusyJames']
2020-04-08 16:38:00,Palace Hills,FastRBowl,['@RachelSimmons']
2020-04-08 16:38:00,Downtown,BTallMosley,['@TallGBanana15']
2020-04-08 16:39:00,Safe Town,BusyHaroldCandy,['@LazyHCar']
2020-04-08 16:39:00,Downtown,TFuriousP,['@AdminisufferringtratorSophie']
